id,source_paper,question_text,options,subject,chapter,difficulty,type
JEE_Main_2020_04_Sep_Shift_2_15,JEE_Main_2020_04_Sep_Shift_2.pdf,"A series L — R circuit is connected to a battery of emf V. If the circuit is switched on at t = 0, then the time at which the energy stored in the inductor reaches (1/4) times of its maximum value, is :","['(a) (L/R)ln(3)', '(b) (L/R)ln(1/3)', '(c) (L/R)ln(1/3)', '(d) (L/R)ln(3)']",,,,
JEE_Main_2020_04_Sep_Shift_2_16,JEE_Main_2020_04_Sep_Shift_2.pdf,The electric field of a plane electromagnetic wave is given by Ē = Ē₀ (î + ĵ) sin(kz — ωt). Its magnetic field will be given by,"['(a) (μ₀/c)(î - ĵ) sin(kz - ωt)', '(b) (μ₀/c)(î + ĵ) sin(kz - ωt)', '(c) (μ₀/c)(î - ĵ) sin(kz - ωt)', '(d) (μ₀/c)(î - ĵ) cos(kz - ωt)']",,,,
JEE_Main_2020_04_Sep_Shift_2_17,JEE_Main_2020_04_Sep_Shift_2.pdf,"In a photoelectric effect experiment, the graph of stopping potential V versus reciprocal of wavelength obtained is shown in the figure. As the intensity of incident radiation is increased :","['(a) Straight line shifts to right', '(b) Slope of the straight line get more steep', '(c) Straight line shifts to left', '(d) Graph does not change']",,,,
JEE_Main_2020_04_Sep_Shift_2_18,JEE_Main_2020_04_Sep_Shift_2.pdf,"Find the Binding energy per nucleon for ¹¹⁹Sn. Mass of proton mₚ = 1.00783 U, mass of neutron mₙ = 1.00867 U and mass of tin nucleus mSn = 119.902199 U. (take 1 U = 931 MeV)","['(a) 7.5 MeV', '(b) 9.0 MeV', '(c) 8.0 MeV', '(d) 8.5 MeV']",,,,
JEE_Main_2020_04_Sep_Shift_2_19,JEE_Main_2020_04_Sep_Shift_2.pdf,Identify the operation performed by the circuit given below :,"['(a) NAND', '(b) OR', '(c) AND', '(d) NOT']",,,,
JEE_Main_2020_04_Sep_Shift_2_20,JEE_Main_2020_04_Sep_Shift_2.pdf,The shortest wavelength of H atom in the Lyman series is λ₁. The longest wavelength in the Balmer series of He⁺ is:,"['(a) 9λ₁/5', '(b) 5λ₁/9', '(c) 36λ₁/5', '(d) 5λ₁/36']",,,,
JEE_Main_2020_04_Sep_Shift_2_21,JEE_Main_2020_04_Sep_Shift_2.pdf,The process that is NOT endothermic in nature is :,"['(a) Cl⁻ + e⁻ → Cl⁻', '(b) O⁻ + e⁻ → O²⁻', '(c) O⁻ + e⁻ → O²⁻', '(d) Na(g) → Na⁺(g) + e⁻']",,,,
JEE_Main_2020_04_Sep_Shift_2_22,JEE_Main_2020_04_Sep_Shift_2.pdf,Five moles of an ideal gas at 1 bar and 298 K is expanded into vacuum to double the volume. The work done is :,"['(a) Cᵥ(T₂ - T₁)', '(b) -RT(V₂ - V₁)', '(c) -RT ln V₂/V₁', '(d) Zero']",,,,
JEE_Main_2020_04_Sep_Shift_2_23,JEE_Main_2020_04_Sep_Shift_2.pdf,"If the equilibrium constant for A = B + C is K₁ and that of B + C = P is K₂, the equilibrium constant for A = P is:","['(a) K₂/K₁', '(b) K₂ - K₁', '(c) K₂ + K₁', '(d) K₁K₂']",,,,
JEE_Main_2020_04_Sep_Shift_2_24,JEE_Main_2020_04_Sep_Shift_2.pdf,"Let A ∈ R. If α and β are the roots of the equation, x² - 2x + 2λ = 0 and α and γ are the roots of the equation, 3x² - 10x + 27λ = 0, then αγ is equal to:","['(a) 27', '(b) 18', '(c) 9', '(d) 36']",,,,
JEE_Main_2020_04_Sep_Shift_2_25,JEE_Main_2020_04_Sep_Shift_2.pdf,"If a and b are real numbers such that (2 + a)³ = a + ib, where a = √3 then a + b is equal to:","['(a) 9', '(b) 24', '(c) 33', '(d) 57']",,,,
JEE_Main_2020_04_Sep_Shift_2_26,JEE_Main_2020_04_Sep_Shift_2.pdf,"The function f(x) = tan⁻¹(x/(|x| - 1)), |x| ≠ 1 is:","['(a) continuous on ℝ - {1} and differentiable on ℝ - {-1, 1}.', '(b) both continuous and differentiable on ℝ - {1}', '(c) continuous on ℝ - {-1} and differentiable on ℝ - {-1, 1}', '(d) both continuous and differentiable on ℝ - {-1}']",,,,
JEE_Main_2020_04_Sep_Shift_2_27,JEE_Main_2020_04_Sep_Shift_2.pdf,"Let f: (0, ∞) → (0, ∞) be a differentiable function such that f(1) = e and limₓ→∞ (x²/f(x)) = 0. If ∫₁ˣ (f'(t)/t)dt = 1, then x is equal to:","['(a) 2', '(b) 2e', '(c) ½e', '(d) e']",,,,
JEE_Main_2020_04_Sep_Shift_2_28,JEE_Main_2020_04_Sep_Shift_2.pdf,The integral ∫ tan²x - sin²3x (2sec²x - sin²3x + 3tanx - sin6x) dx is equal to:,"['(a) 1', '(b) -1', '(c) 1', '(d) -1']",,,,
JEE_Main_2020_04_Sep_Shift_2_29,JEE_Main_2020_04_Sep_Shift_2.pdf,The solution of the differential equation dy/dx = (y + 3x)/(y + 3x) is (where C is a constant of integration),"['(a) x - ½(logₑ(y + 3x))² = C', '(b) x - logₑ(y + 3x) = C', '(c) y + 3x - ½(logₑx)² = C', '(d) x - 2logₑ(y + 3x) = C']",,,,
JEE_Main_2020_04_Sep_Shift_2_30,JEE_Main_2020_04_Sep_Shift_2.pdf,"The distance of the point (1, -2, 3) from the plane x - y + z = 5 measured parallel to the line x = y/2 = z/3 is:","['(a) 4', '(b) 1', '(c) √14', '(d) 7']",,,,
JEE_Main_2020_04_Sep_Shift_2_31,JEE_Main_2020_04_Sep_Shift_2.pdf,"In a game two players A and B take turns in throwing a pair of fair dice starting with player A and total of scores on the two dice, in each throw is noted. A wins the game if he throws a total of 6 before B throws a total of 7 and B wins the game if he throws a total of 7 before A throws a total of six. The game stops as soon as either of the players wins. The probability of A winning the game is :","['(a) 30/61', '(b) 31/61', '(c) 30/61', '(d) 31/61']",,,,
JEE_Main_2020_05_Sep_Shift_1_1,JEE_Main_2020_05_Sep_Shift_1.pdf,"A physical quantity z depends on four observables a, b, c and d, as z= a²b³/c√d. The percentage of error in the measurement of a, b, c and d are 2%, 1.5%, 4% and 2.5% respectively. The percentage of error in z is :","['(a) 12.25%', '(b) 16.5%', '(c) 13.5%', '(d) 14.5%']",,,,
JEE_Main_2020_05_Sep_Shift_1_2,JEE_Main_2020_05_Sep_Shift_1.pdf,"A balloon is moving up in air vertically above a point A on the ground. When it is at a height h₁, a girl standing at a distance d (point B) from A (see figure) sees it at an angle 45° with respect to the vertical. When the balloon climbs up a further height h₂, it is seen at an angle 60° with respect to the vertical if the girl moves further by a distance 2.464 d (point C). Then the height h₂ is (given tan 30°= 0. 5774):","['(a) 1.464 d', '(b) 0. 732 d', '(c) 0 .464 d', '(d) d']",,,,
JEE_Main_2020_05_Sep_Shift_1_3,JEE_Main_2020_05_Sep_Shift_1.pdf,A helicopter rises from rest on the ground vertically upwards with a constant acceleration g. A food packet is dropped from the helicopter when it is at a height h. The time taken by the packet to reach the ground is close to [g is the acceleration due to gravity]:,"['(a) √(2h/g)', '(b) √(2h/3g)', '(c) √(4h/3g)', '(d) √(3h/g)']",,,,
JEE_Main_2020_05_Sep_Shift_1_4,JEE_Main_2020_05_Sep_Shift_1.pdf,A wheel is rotating freely with an angular speed ω on a shaft. The moment of inertia of the wheel is I and the moment of inertia of the shaft is negligible. Another wheel of moment of inertia 3I initially at rest is suddenly coupled to the same shaft. The resultant fractional loss in the kinetic energy of the system is:,"['(a) 1/4', '(b) 1/2', '(c) 0', '(d) 3/4']",,,,
JEE_Main_2020_05_Sep_Shift_1_5,JEE_Main_2020_05_Sep_Shift_1.pdf,"The value of the acceleration due to gravity is g, at a height h = R/2 (R = radius of the earth) from the surface of the earth. It is again equal to g, at a depth d below the surface the earth. The ratio (d/h) equals:","['(a) 4/3', '(b) 3/2', '(c) 1', '(d) 5/2']",,,,
JEE_Main_2020_05_Sep_Shift_1_6,JEE_Main_2020_05_Sep_Shift_1.pdf,"A hollow spherical shell at outer radius R floats just submerged under the water surface. The inner radius of the shell is r. If the specific gravity of the shell material is 2 with respect to water, the value of r is:","['(a) R/2', '(b) R/√2', '(c) R/3', '(d) R/4']",,,,
JEE_Main_2020_05_Sep_Shift_1_7,JEE_Main_2020_05_Sep_Shift_1.pdf,"Three different processes that can occur in an ideal monoatomic gas are shown in the P vs V diagram. The paths are labelled as A — B, A — C and A — D. The change in internal energies during these process are taken as ΔUab, ΔUac and ΔUad and the work done as Wab,Wac and Wad. The correct relation between these parameters are:","['(a) ΔUab = ΔUac < ΔUad, Wab > 0,Wac = 0, Wad < 0', '(b) ΔUab = ΔUac = ΔUad, Wab > 0,Wac = 0, Wad < 0', '(c) ΔUab < ΔUac < ΔUad, Wab > 0,Wac > Wad', '(d) ΔUab > ΔUac > ΔUad, Wab < Wac < Wad']",,,,
JEE_Main_2020_05_Sep_Shift_1_8,JEE_Main_2020_05_Sep_Shift_1.pdf,"Number of molecules in a volume of 4 cm³ of a perfect monoatomic gas at some temperature T and at a pressure of 2 cm of mercury is close to? (Given, mean kinetic energy of a molecule (at T) is 4x 10⁻¹⁴ erg, g = 980 cm s⁻², density of mercury = 13.6 g cm⁻³)","['(a) 4.8 x10¹⁸', '(b) 4.0 x 10¹⁶', '(c) 5.8 x 10¹⁶', '(d) 5.8 x 10¹⁸']",,,,
JEE_Main_2020_05_Sep_Shift_1_9,JEE_Main_2020_05_Sep_Shift_1.pdf,"A bullet of mass 5 gram, travelling with a speed of 210 m s⁻¹ strikes a fixed wooden target. One half of its kinetic energy is converted into heat in the wood. The rise of temperature of the bullet if the specific heat of its material is 0.030 (gram °C)⁻¹ (1 calorie = 4 .2 x10⁷ ergs) close to :","['(a) 87.5°C', '(b) 83.3°C', '(c) 119.2°C', '(d) 38.4°C']",,,,
JEE_Main_2020_05_Sep_Shift_1_10,JEE_Main_2020_05_Sep_Shift_1.pdf,"Assume that the displacement (s) of air is proportional to the pressure difference (Δp) created by a sound wave. Displacement (s) further depends on the speed of sound (v), density of air(ρ) and the frequency (f). If Δp~10 Pa,v~300m/s,ρ~1kg/m³, f~1000Hz, then s will be of the order of (take the multiplicative constant to be 1):","['(a) 437mm', '(b) 10 mm', '(c) 47mm', '(d) 1 mm']",,,,
JEE_Main_2020_05_Sep_Shift_1_11,JEE_Main_2020_05_Sep_Shift_1.pdf,"In a resonance tube experiment when the tube is filled with water up to a height of 17.0 cm, from bottom, it resonates with a given tuning fork. When the water level is raised the next resonance with the same tuning fork occurs at a height of 24.5 cm. If the velocity of sound in air is 330 m s⁻¹, the tuning fork frequency is :","['(a) 2200 Hz', '(b) 550 Hz', '(c) 1100 Hz', '(d) 3300 Hz']",,,,
JEE_Main_2020_05_Sep_Shift_1_12,JEE_Main_2020_05_Sep_Shift_1.pdf,"A solid sphere of radius R carries a charge Q + q distributed uniformly over its volume. A very small point like piece of it of mass m gets detached from the bottom of the sphere and falls down vertically under gravity. This piece carries charge q. If it acquires a speed v when it has fallen through a vertical height y (see figure), then (assume the remaining portion to be spherical)","['(a) v² = 2y[g + (qQ/4πε₀R²)]', '(b) v² = 2y[g + (qQ/2πε₀R²)]', '(c) v² = 2y[g + (2qQ/4πε₀R²)]', '(d) v² = 2y[g + (2qQ/2πε₀R²)]']",,,,
JEE_Main_2020_05_Sep_Shift_1_13,JEE_Main_2020_05_Sep_Shift_1.pdf,"Two capacitors of capacitances C and 2C are charged to potential differences V and 2V, respectively. These are then connected in parallel in such a manner that the positive terminal of one is connected to the negative terminal of the other. The final energy of this configuration is :","['(a) 3CV²/2', '(b) 9CV²/2', '(c) zero', '(d) 3CV²/9']",,,,
JEE_Main_2020_05_Sep_Shift_1_14,JEE_Main_2020_05_Sep_Shift_1.pdf,"A galvanometer of resistance G is converted into a voltameter of range 0 — 1 V by connecting a resistance R in series with it. The additional resistance that should be connected in series with R, to increase the range of the voltmeter to 0 — 2V will be :","['(a) R', '(b) R - G', '(c) R + G', '(d) R/2']",,,,
JEE_Main_2020_05_Sep_Shift_1_15,JEE_Main_2020_05_Sep_Shift_1.pdf,"An electrical power line, having a total resistance of 2Ω, delivers 1 kW at 220 V. The efficiency of the transmission line is approximately :","['(a) 72%', '(b) 91%', '(c) 85%', '(d) 96%']",,,,
JEE_Main_2020_05_Sep_Shift_1_16,JEE_Main_2020_05_Sep_Shift_1.pdf,"An electron is constrained to move along the y-axis with a speed of 0.1 c (c is the speed of light) in the presence of electromagnetic wave, whose electric field is E = 30j sin(1. 5 x 10¹¹t —5 x 10⁷ x) Vm⁻¹, where t in in seconds and x is in meters. The maximum magnetic force experienced by the electron will be: (given c = 3 x 10⁸ ms⁻¹ and electron charge = 1.6 x 10⁻¹⁹ Coloumbs)","['(a) 3.2 x 10⁻¹³ N', '(b) 2.4 x 10⁻¹⁴ N', '(c) 4.8 x 10⁻¹¹ N', '(d) 1.6 x 10⁻¹² N']",,,,
JEE_Main_2020_05_Sep_Shift_1_17,JEE_Main_2020_05_Sep_Shift_1.pdf,"A square loop of side 2a, and carrying current I is kept in XZ plane with its centre at origin. A long wire carrying the same current I is placed parallel to the z-axis and passing through the point (0, b, 0), (b >> a). The magnitude of the torque on the loop about z-axis is given by.","['(a) (μ₀Ia²/2πb)', '(b) (μ₀I²a²/πb)', '(c) (μ₀I²a²/2πb)', '(d) (μ₀Ia²/πb)']",,,,
JEE_Main_2020_05_Sep_Shift_1_18,JEE_Main_2020_05_Sep_Shift_1.pdf,"For a concave lens of focal length f, the relation between object and image distance u and v, respectively, from its pole can best be represented by (ω = v is the reference line): (Diagram is not reproducible here. Please refer to original text.)  Q19. Activities of three radioactive substances A, B and C are represented by the curves A, B and C, in the figure. Then their half-lives T₁(A): T₁(B): T₁(C) are in the ratio: (Diagram is not reproducible here. Please refer to original text.)","['(a) 1:2: 1', '(b) 3: 2:1', '(c) 2: 1: 3', '(d) 4: 3:1']",,,,
JEE_Main_2020_05_Sep_Shift_1_19,JEE_Main_2020_05_Sep_Shift_1.pdf,"With increasing biasing voltage of a photo diode, the photocurrent magnitude:","['(a) remains constant', '(b) increases initially and after attaining certain value, it decreases', '(c) increases linearly', '(d) increases initially and saturates finally']",,,,
JEE_Main_2020_05_Sep_Shift_1_20,JEE_Main_2020_05_Sep_Shift_1.pdf,"A particle of mass 200 MeV c⁻² collides with a hydrogen atom at rest. Soon after the collision, the particle comes to rest, and the atom recoils and goes to its first excited state. The initial kinetic energy of the particle (in eV) is N x 10⁶. The value of N is: (Given the mass of the hydrogen atom to be 1 GeV c⁻²).........  Q22. A force F = (i +2j + 3k) N acts at a point (4i + 3j - k) m. Then the magnitude of torque about the point (2i + 2j +8k) m will be √N N-m.The value of N is...  Q23. Two concentric circular coils, C₁ and C₂, are placed in the XY plane. C₁ has 500turns, and a radius of 1 cm. C₂ has 200 turns and radius of 20 cm. C₂ carries a time dependent current I(t) = (50t² -2t+ 3)A where t is in s. The emf induced in C₁ (in mV) at the instant t = 1s is z. The value of z is ..........  Q24. A compound microscope consists of an objective lens of focal length 1 cm and an eye piece of focal length 5 cm with a separation of 10 cm. The distance between an object and the objective lens, at which the strain on the eye is minimum is n cm. The value of n is.......  Q25. A beam of electrons of energy E scatters from a target having atomic spacing of 1 Å. The first maximum intensity occurs at θ = 60°. Then E (in eV) is........  (Planck's constant h = 6.64 x 10⁻³⁴ Js, 1eV = 1.6 x 10⁻¹⁹J, electron mass m = 9.1 x 10⁻³¹ kg)  Q26. The difference between the radii of 3rd and 4th orbits of Li²⁺ is ΔR₁. The difference between the radii of 3rd and 4th orbits of He⁺ is ΔR₂. Ratio ΔR₁ : ΔR₂ is:","['(a) 8:3', '(b) 3:8', '(c) 2: 3', '(d) 3: 2']",,,,
JEE_Main_2020_05_Sep_Shift_1_21,JEE_Main_2020_05_Sep_Shift_1.pdf,"In the sixth period, the orbitals that are filled are :","['(a) 6s, 4f, 5d, 6p', '(b) 6s, 5d, 5f, 6p', '(c) 6s, 5f, 6d, 6p', '(d) 6s, 6p, 6d, 6f']",,,,
JEE_Main_2020_05_Sep_Shift_1_22,JEE_Main_2020_05_Sep_Shift_1.pdf,"The potential energy curve for the H₂ molecule as a function of internuclear distance is: (Diagram is not reproducible here. Please refer to original text.)  Q29. Consider the following reaction: N₂O₄(g) ⇌ 2NO₂(g): ΔH° = +58kJ For each of the following cases (a, b), the direction in which the equilibrium shifts is:","['(a) Temperature is decreased.', '(b) Pressure is increased by adding N₂ at constant T.', '(a) (a) towards product, (b) towards reactant', '(b) (a) towards reactant, (b) towards product', '(c) (a) towards reactant, (b) no change', '(d) (a) towards product, (b) no change']",,,,
JEE_Main_2020_05_Sep_Shift_1_23,JEE_Main_2020_05_Sep_Shift_1.pdf,The equation that represents the water-gas shift reaction is :,"['(a) CH₄(g) + H₂O(g) → CO(g) + 3H₂(g)', '(b) 2C(s) + O₂(g) + 4N₂(g) → 2CO(g) + 4NO(g)', '(c) C(s) + H₂O(g) → CO(g) + H₂(g)', '(d) CO(g) + H₂O(g) ⇌ CO₂(g) + H₂(g)']",,,,
JEE_Main_2020_05_Sep_Shift_1_24,JEE_Main_2020_05_Sep_Shift_1.pdf,The increasing order of the acidity of the α-hydrogen of the following compounds is: (Diagram is not reproducible here. Please refer to original text.),"['(a) (D) < (C) < (A) < (B)', '(b) (B) < (C) < (A) < (D)', '(c) (A) < (C) < (D) < (B)', '(d) (C) < (A) < (B) < (D)']",,,,
JEE_Main_2020_05_Sep_Shift_1_25,JEE_Main_2020_05_Sep_Shift_1.pdf,In the following reaction sequence the major products A and B are : (Diagram is not reproducible here. Please refer to original text.)  Q33. The condition that indicates a polluted environment is:,"['(a) eutrophication', '(b) 0.03% of CO₂ in the atmosphere', '(c) BOD value of 5 ppm', '(d) pH of rain water to be 5.6']",,,,
JEE_Main_2020_05_Sep_Shift_1_26,JEE_Main_2020_05_Sep_Shift_1.pdf,A diatomic molecule X₂ has a body-centred cubic (bcc) structure with a cell edge of 300 pm. The density of the molecule is 6.17 g cm⁻³. The number of molecules present in 200 g of X₂ is : (Avogadro constant (Nᴀ) = 6 x 10²³ mol⁻¹),"['(a) 40 Nᴀ', '(b) 8Nᴀ', '(c) 4Nᴀ', '(d) 2Nᴀ']",,,,
JEE_Main_2020_05_Sep_Shift_1_27,JEE_Main_2020_05_Sep_Shift_1.pdf,"A flask contains a mixture of compounds A and B. Both compounds decompose by first-order kinetics. The half-lives for A and B are 300 s and 180 s, respectively. If the concentrations of A and B are equal initially, the time required for the concentration of A to be four times that of B (in s) is: (Use ln 2 = 0.693)","['(a) 180', '(b) 900', '(c) 300', '(d) 120']",,,,
JEE_Main_2020_05_Sep_Shift_1_28,JEE_Main_2020_05_Sep_Shift_1.pdf,Identify the correct molecular picture showing what happens at the critical micellar concentration (CMC) of an aqueous solution of a surfactant (Diagram is not reproducible here. Please refer to original text.),"['(a) (D)', '(b) (B)', '(c) (A)', '(d) (C)']",,,,
JEE_Main_2020_05_Sep_Shift_1_29,JEE_Main_2020_05_Sep_Shift_1.pdf,An Ellingham diagram provides information about:,"['(a) the conditions of pH and potential under which a species is thermodynamically stable.', '(b) the temperature dependence of the standard Gibbs energies of formation of some metal oxides.', '(c) the pressure dependence of the standard electrode potentials of reduction reactions involved in the extraction of metals.', '(d) the kinetics of the reduction process.']",,,,
JEE_Main_2020_05_Sep_Shift_1_30,JEE_Main_2020_05_Sep_Shift_1.pdf,The structure of PCl₅ in the solid state is :,"['(a) tetrahedral [PCl₄]⁺ and octahedral [PCl₆]⁻', '(b) square planar [PCl₄]⁺ and octahedral [PCl₆]⁻', '(c) square pyramidal', '(d) trigonal bipyramidal']",,,,
JEE_Main_2020_05_Sep_Shift_1_31,JEE_Main_2020_05_Sep_Shift_1.pdf,"The correct electronic configuration and spin-only magnetic moment (BM) of Gd³⁺ (Z = 64), respectively, are :","['(a) [Xe] 4f⁷ and 8.9', '(b) [Xe]4f⁷ and 7.9', '(c) [Xe] 5f⁷ and 8.9', '(d) [Xe] 5f⁷ and 7.9']",,,,
JEE_Main_2020_05_Sep_Shift_1_32,JEE_Main_2020_05_Sep_Shift_1.pdf,"The values of the crystal field stabilization energies for a high spin d⁶ metal ion in octahedral and tetrahedral fields, respectively, are:","['(a) —0.4 Δ₀ and —0.6 Δt', '(b) —2.4 Δ₀ and —0.6 Δt', '(c) —1.6 Δ₀ and —0.4 Δt', '(d) —0.4 Δ₀ and —0.27 Δt']",,,,
JEE_Main_2020_05_Sep_Shift_1_33,JEE_Main_2020_05_Sep_Shift_1.pdf,Which of the following derivatives of alcohols is unstable in an aqueous base? (Diagram is not reproducible here. Please refer to original text.)  Q42. The most appropriate reagent for conversion of C₆H₅CN into CH₃CH₂CH₂NH₂ is:,"['(a) NaBH₄', '(b) LiAlH₄', '(c) LiAlH₄', '(d) Na(CN)BH₃']",,,,
JEE_Main_2020_05_Sep_Shift_1_34,JEE_Main_2020_05_Sep_Shift_1.pdf,The increasing order of basicity of the following compounds is : (Diagram is not reproducible here. Please refer to original text.),"['(a) (A) < (B) < (C) < (D)', '(b) (B) < (A) < (D) < (C)', '(c) (D) < (A) < (B) < (C)', '(d) (B) < (A) < (C) < (D)']",,,,
JEE_Main_2020_05_Sep_Shift_1_35,JEE_Main_2020_05_Sep_Shift_1.pdf,"If a person is suffering from the deficiency of nor-adrenaline, what kind of drug can be suggested?","['(a) Anti-inflammatory', '(b) Antidepressant', '(c) Antihistamine', '(d) Analgesic']",,,,
JEE_Main_2020_05_Sep_Shift_1_36,JEE_Main_2020_05_Sep_Shift_1.pdf,Which of the following is not an essential amino acid?,"['(a) Tyrosine', '(b) Leucine', '(c) Valine', '(d) Lysine']",,,,
JEE_Main_2020_05_Sep_Shift_1_37,JEE_Main_2020_05_Sep_Shift_1.pdf,"A soft drink was bottled with a partial pressure of CO₂ of 3 bar over the liquid at room temperature. The partial pressure of CO₂ over the solution approaches a value of 30 bar when 44 g of CO₂ is dissolved in 1 kg of water at room temperature. The approximate pH of the soft drink is x × 10⁻¹. (First dissociation constant of H₂CO₃ = 4.0 x 10⁻⁷; log 2 = 0.3; density of the soft drink = 1 g mL⁻¹)  Q47. The minimum number of moles of O₂ required for complete combustion of 1 mole of propane and 2 moles of butane is..............  Q48. An oxidation-reduction reaction in which 3 electrons are transferred has a ΔG° of 17.37 kJ mol⁻¹ at 25°C. The value of E°cell (in V) is x × 10⁻². (1F = 96500 C mol⁻¹)  Q49. The total number of coordination sites in ethylenediaminetetraacetate (EDTA⁴⁻) is ..........  Q50. The number of chiral carbon(s) present in peptide, Ile-Arg-Pro, is ................  Q51. The product of the roots of the equation 9x² - 18|x| +5=0 is:","['(a) 5/9', '(b) 25/9', '(c) -5/9', '(d) -25/9']",,,,
JEE_Main_2020_05_Sep_Shift_1_38,JEE_Main_2020_05_Sep_Shift_1.pdf,"If the four complex numbers z, z̄, z - 2 Re(z) and z - 2Im(z) represent the vertices of a square of side 4 units in the Argand plane, then |z| is equal to :","['(a) 4√2', '(b) 4', '(c) 2√2', '(d) 2']",,,,
JEE_Main_2020_05_Sep_Shift_1_39,JEE_Main_2020_05_Sep_Shift_1.pdf,"If 2⁴ + 2⁹ . 3⁴ + 2¹⁴ . 3⁷ + 4...... + 2³⁹ . 3⁴³ = S - 2⁴⁴, then S is equal to","['(a) 3⁴⁴ - 1', '(b) 3⁴⁴ + 1', '(c) 3⁴⁴ - 2⁴⁴', '(d) 2⁴⁴ - 1']",,,,
JEE_Main_2020_05_Sep_Shift_1_40,JEE_Main_2020_05_Sep_Shift_1.pdf,"If 3a - 1, 14 and 3a - 75 are the first three terms of an A.P. for some a, then the sixth term of this A.P. is","['(a) 66', '(b) 81', '(c) 65', '(d) 78']",,,,
JEE_Main_2020_05_Sep_Shift_1_41,JEE_Main_2020_05_Sep_Shift_1.pdf,"If the common tangent to the parabolas, y² = 4x and x² = 4y also touches the circle, x² + y² = c², then c is equal to :","['(a) 1/2', '(b) 1', '(c) 2', '(d) 5/2']",,,,
JEE_Main_2020_05_Sep_Shift_1_42,JEE_Main_2020_05_Sep_Shift_1.pdf,"If the co-ordinates of two points A and B are (√7, 0) and (-√7, 0) respectively and P is any point on the conic, 9x² + 16y² = 144, then PA + PB is equal to:","['(a) 16', '(b) 8', '(c) 6', '(d) 9']",,,,
JEE_Main_2020_05_Sep_Shift_1_43,JEE_Main_2020_05_Sep_Shift_1.pdf,"If the point P on the curve, 4x² + 5y² = 20 is farthest from the point Q(0, -4), then PQ² is equal to","['(a) 36', '(b) 48', '(c) 21', '(d) 29']",,,,
JEE_Main_2020_05_Sep_Shift_1_44,JEE_Main_2020_05_Sep_Shift_1.pdf,"If α is the positive root of the equation, p(x) = x³ - x - 2 = 0, then lim_(x→α) (x³ - 2)/(x - α) is equal to","['(a) 3', '(b) 3α² -1', '(c) 1', '(d) 1/3']",,,,
JEE_Main_2020_05_Sep_Shift_1_45,JEE_Main_2020_05_Sep_Shift_1.pdf,The negation of the Boolean expression x ⊕ ~y is equivalent to:,"['(a) (x ∧ y) ∨ (~x ∧ ~y)', '(b) (x ∧ y) ∨ (~x ∧ y)', '(c) (x ∧ ~y) ∨ (~x ∧ y)', '(d) (x ∧ y) ∧ (~x ∨ ~y)']",,,,
JEE_Main_2020_05_Sep_Shift_1_46,JEE_Main_2020_05_Sep_Shift_1.pdf,"The mean and variance of 7 observations are 8 and 16, respectively. If five observations are 2, 4, 10, 12, 14 then the absolute difference of the remaining two observations is :","['(a) 1', '(b) 4', '(c) 2', '(d) 3']",,,,
JEE_Main_2020_05_Sep_Shift_1_47,JEE_Main_2020_05_Sep_Shift_1.pdf,"A survey shows that 73% of the persons working in an office like coffee, whereas 65% like tea. If x denotes the percentage of them, who like both coffee and tea, then x cannot be:","['(a) 63', '(b) 36', '(c) 54', '(d) 38']",,,,
JEE_Main_2020_05_Sep_Shift_1_48,JEE_Main_2020_05_Sep_Shift_1.pdf,"If the minimum and the maximum values of the function f : [0, π] → R, defined by f(θ) = |1 - sin²θ - 1 - cos²θ| are m and M respectively, then the ordered pair (m, M) is equal to :","['(a) (0, 2√2)', '(b) (-4, 0)', '(c) (-4, 4)', '(d) (0, 4)']",,,,
JEE_Main_2020_05_Sep_Shift_1_49,JEE_Main_2020_05_Sep_Shift_1.pdf,Let λ ∈ R. The system of linear equations x + λy + λz = 1 λx - y + λz = 2 λx + λy - z = 3 is inconsistent for :,"['(a) exactly one positive value of λ', '(b) exactly one negative value of λ', '(c) every value of λ', '(d) exactly two values of λ']",,,,
JEE_Main_2020_05_Sep_Shift_1_50,JEE_Main_2020_05_Sep_Shift_1.pdf,"If S is the sum of the first 10 terms of the series, tan⁻¹(1/3) + tan⁻¹(1/7) + tan⁻¹(1/13) + tan⁻¹(1/21) + ......., then tan(S) is equal to :","['(a) 5/12', '(b) 5/11', '(c) -5/11', '(d) 10/11']",,,,
JEE_Main_2020_05_Sep_Shift_1_51,JEE_Main_2020_05_Sep_Shift_1.pdf,"If the function f(x) = { (x - 7)² - 1, x < 7; k₁ cos x + k₂, x ≥ 7} is twice differentiable, then the ordered pair (k₁, k₂) is equal to:","['(a) (5, 1)', '(b) (1, 0)', '(c) (-1/2, -1)', '(d) (1, 1)']",,,,
JEE_Main_2020_05_Sep_Shift_1_52,JEE_Main_2020_05_Sep_Shift_1.pdf,"If ∫(eˣ + 2e⁻ˣ - eˣ - 2e⁻ˣ) dx = g(x) e⁽ˣ⁺ᵉ⁻ˣ⁾ + c, where c is a constant of integration, then g(0) is","['(a) 0', '(b) -1', '(c) 1', '(d) 2']",,,,
JEE_Main_2020_05_Sep_Shift_1_53,JEE_Main_2020_05_Sep_Shift_1.pdf,The value of ∫₀¹ x tan⁻¹ x dx is:,"['(a) π/4 - 1/2', '(b) π/4 + 1/2', '(c) π/2 -1', '(d) π/2 + 1']",,,,
